tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes,target,features
tt14831516,movie,Locked in a Loveshack,Lokal zamkniety,0,2021,\N,82.0,Comedy,4.9,62,0,"[62.0,0.0,2021.0,82.0]"
tt14846116,movie,Ciurè,Ciurè,0,2022,\N,110.0,Drama,7.5,57,0,"[57.0,0.0,2022.0,110.0]"
tt14849318,movie,Dihadi,Dihadi,0,2021,\N,87.0,Drama,9.0,81,1,"[81.0,0.0,2021.0,87.0]"
tt14849368,movie,Sunny Sisters,Yang guang jie mei tao,0,2021,\N,118.0,Comedy,5.3,66,0,"[66.0,0.0,2021.0,118.0]"
tt14853762,movie,Summer Nights,Summer Nights,0,2021,\N,53.0,Documentary,8.5,67,1,"[67.0,0.0,2021.0,53.0]"
tt14854142,movie,Cheraathukal,Cheraathukal,0,2021,\N,143.0,Drama,7.7,54,1,"[54.0,0.0,2021.0,143.0]"
tt14867142,movie,City of Queens,City of Queens,0,2021,\N,82.0,Documentary,7.5,89,0,"[89.0,0.0,2021.0,82.0]"
tt14880428,movie,Mommy Issues,Mommy Issues,0,2021,\N,90.0,Comedy,5.5,63,0,"[63.0,0.0,2021.0,90.0]"
tt14890886,tvMovie,As Loud as You Can,So laut du kannst,0,2022,\N,92.27826086956522,Drama,7.1,88,0,"[88.0,0.0,2022.0,92.27826086956522]"
tt14891930,movie,Before Next Spring,Ru guo you yi tian wo jiang hui li kai ni,0,2021,\N,105.0,Drama,6.7,82,0,"[82.0,0.0,2021.0,105.0]"
tt14894954,movie,Bangla Surf Girls,Bangla Surf Girls,0,2021,\N,86.0,Documentary,7.4,54,0,"[54.0,0.0,2021.0,86.0]"
tt14902356,movie,The Rebellious Olivia de Havilland,"Olivia de Havilland, L'insoumise",0,2021,\N,56.0,Documentary,7.0,60,0,"[60.0,0.0,2021.0,56.0]"
tt14921614,movie,I'm So Sorry,I'm So Sorry,0,2021,\N,96.0,Documentary,6.6,63,0,"[63.0,0.0,2021.0,96.0]"
tt14927202,movie,Crossover,Crossover,0,2021,\N,92.27826086956522,Drama,7.0,68,0,"[68.0,0.0,2021.0,92.27826086956522]"
tt14927306,movie,Today Is A Beautiful Day,Today Is A Beautiful Day,0,2021,\N,98.0,Drama,4.8,60,0,"[60.0,0.0,2021.0,98.0]"
tt14929346,tvMovie,Next Door: Love,Na Porta ao Lado: Amor,0,2021,\N,54.0,Drama,7.9,62,1,"[62.0,0.0,2021.0,54.0]"
tt14929352,tvMovie,Next Door: Fear,Na Porta ao Lado: Medo,0,2021,\N,45.0,Drama,7.6,67,1,"[67.0,0.0,2021.0,45.0]"
tt14933968,movie,100 Years from Mississippi,100 Years from Mississippi,0,2021,\N,60.0,Documentary,8.1,50,1,"[50.0,0.0,2021.0,60.0]"
tt14944872,movie,When a City Rises,When a City Rises,0,2021,\N,100.0,Documentary,6.9,67,0,"[67.0,0.0,2021.0,100.0]"
tt14947168,movie,A Decent Home,A Decent Home,0,2022,\N,86.0,Documentary,6.8,58,0,"[58.0,0.0,2022.0,86.0]"
tt14948930,movie,Ami Rabindranath,Ami Rabindranath,0,2021,\N,92.27826086956522,Drama,3.9,63,0,"[63.0,0.0,2021.0,92.27826086956522]"
tt14949302,movie,Who We Love,Who We Love,0,2021,\N,92.0,Drama,6.9,88,0,"[88.0,0.0,2021.0,92.0]"
tt14949724,movie,27 September,27 September,0,2021,\N,92.27826086956522,Drama,7.4,71,0,"[71.0,0.0,2021.0,92.27826086956522]"
tt14950394,tvMovie,Les résistants de Mauthausen,Les résistants de Mauthausen,0,2021,\N,52.0,Documentary,7.5,63,0,"[63.0,0.0,2021.0,52.0]"
tt14967628,movie,"20,000 Meters Under the Earth, in search of the giant cave's mystery",Das Riesending,0,2021,\N,90.0,Documentary,7.4,57,0,"[57.0,0.0,2021.0,90.0]"
tt14971864,movie,A Patriot's Day,A Patriot's Day,0,2021,\N,74.0,Drama,5.2,72,0,"[72.0,0.0,2021.0,74.0]"
tt14972740,movie,The Oleanders,Oi pikrodafnes,0,2021,\N,67.0,Documentary,8.3,56,1,"[56.0,0.0,2021.0,67.0]"
tt14993748,movie,Sulla giostra,Sulla giostra,0,2021,\N,105.0,Comedy,6.2,85,0,"[85.0,0.0,2021.0,105.0]"
tt14996392,movie,Entanglement,Entanglement,0,2021,\N,92.27826086956522,Drama,5.9,65,0,"[65.0,0.0,2021.0,92.27826086956522]"
tt15001002,movie,Above Water,Marcher sur l'eau,0,2021,\N,90.0,Documentary,7.1,76,0,"[76.0,0.0,2021.0,90.0]"
tt15004832,movie,The Successful Loosers,The Successful Loosers,0,2021,\N,102.0,Drama,7.3,52,0,"[52.0,0.0,2021.0,102.0]"
tt15012312,movie,Brad Pitt: Breaking Hollywood,Brad Pitt: Breaking Hollywood,0,2021,\N,49.0,Documentary,7.8,53,1,"[53.0,0.0,2021.0,49.0]"
tt15012846,movie,"Me, We","Me, We",0,2021,\N,115.0,Drama,7.3,76,0,"[76.0,0.0,2021.0,115.0]"
tt15023396,movie,Saglik Oluversin Gari,Saglik Oluversin Gari,0,2021,\N,151.0,Comedy,2.1,89,0,"[89.0,0.0,2021.0,151.0]"
tt15037396,movie,The Finellis Movie,The Finellis Movie,0,2022,\N,90.0,Comedy,7.2,75,0,"[75.0,0.0,2022.0,90.0]"
tt15039894,movie,Due Season,Due Season,0,2022,\N,93.0,Drama,5.9,59,0,"[59.0,0.0,2022.0,93.0]"
tt15061498,movie,Ladies Market,"Nuren jie, zaijianle",0,2021,\N,88.0,Drama,4.4,69,0,"[69.0,0.0,2021.0,88.0]"
tt15064032,movie,For Love,Po milosc/Pour l'amour,0,2021,\N,90.0,Drama,5.7,55,0,"[55.0,0.0,2021.0,90.0]"
tt15067116,movie,Aya,Aya,0,2021,\N,90.0,Drama,6.5,68,0,"[68.0,0.0,2021.0,90.0]"
tt15072234,movie,Velukkakka Oppu Kaa,Velukkakka Oppu Kaa,0,2021,\N,101.0,Drama,8.7,89,1,"[89.0,0.0,2021.0,101.0]"
tt15086352,movie,The Art of Grieving,The Art of Grieving,0,2022,\N,70.0,Documentary,8.8,56,1,"[56.0,0.0,2022.0,70.0]"
tt15089738,movie,Angel De Mi Vida,Angel De Mi Vida,0,2021,\N,92.27826086956522,Drama,7.0,56,0,"[56.0,0.0,2021.0,92.27826086956522]"
tt15099978,movie,Mother Lode,Mother Lode,0,2021,\N,86.0,Documentary,6.3,55,0,"[55.0,0.0,2021.0,86.0]"
tt15102828,movie,The Sunday Runoff,The Sunday Runoff,0,2022,\N,104.0,Comedy,6.3,74,0,"[74.0,0.0,2022.0,104.0]"
tt15120042,movie,Sweet Obsession,Dulce Obsesión,0,2022,\N,92.0,Drama,5.9,66,0,"[66.0,0.0,2022.0,92.0]"
tt15123740,movie,Our Happiest Days,Nuestros días más felices,0,2021,\N,100.0,Drama,6.9,84,0,"[84.0,0.0,2021.0,100.0]"
tt15131926,movie,Dusk Stone,Piedra Noche,0,2021,\N,87.0,Drama,5.7,72,0,"[72.0,0.0,2021.0,87.0]"
tt15132118,movie,Anatomia,Anatomia,0,2021,\N,108.0,Drama,5.5,69,0,"[69.0,0.0,2021.0,108.0]"
tt15132378,movie,The Forgotten Ones,"Mizrahim, les oubliés de la Terre Promise",0,2021,\N,93.0,Documentary,6.9,52,0,"[52.0,0.0,2021.0,93.0]"
tt15132386,movie,One Cop's Journey,One Cop's Journey,0,2022,\N,63.0,Drama,3.6,51,0,"[51.0,0.0,2022.0,63.0]"
tt15136954,movie,Arjun Gowda,Arjun Gowda,0,2021,\N,92.27826086956522,Drama,4.5,57,0,"[57.0,0.0,2021.0,92.27826086956522]"
tt15141270,movie,Akshi,Akshi,0,2021,\N,127.0,Drama,8.7,74,1,"[74.0,0.0,2021.0,127.0]"
tt15145970,movie,A Fleeting Encounter,Une histoire provisoire,0,2022,\N,85.0,Drama,6.2,79,0,"[79.0,0.0,2022.0,85.0]"
tt15147924,tvMovie,Early Wedding,Korai Menyegzo,0,2022,\N,75.0,Drama,6.0,71,0,"[71.0,0.0,2022.0,75.0]"
tt15150424,movie,Ayinla,Ayinla,0,2021,\N,119.0,Drama,7.5,67,0,"[67.0,0.0,2021.0,119.0]"
tt15153914,movie,Rosy,Rosy,0,2021,\N,90.0,Documentary,7.1,72,0,"[72.0,0.0,2021.0,90.0]"
tt15162634,movie,Mr. Osomatsu: The Movie,Eiga Osomatsu-san,0,2022,\N,92.27826086956522,Comedy,7.0,55,0,"[55.0,0.0,2022.0,92.27826086956522]"
tt15164642,movie,I Want to Live on Mars,I Want to Live on Mars,0,2023,\N,80.0,Drama,5.1,57,0,"[57.0,0.0,2023.0,80.0]"
tt15173592,movie,Ambrosio,Ambrosio,0,2022,\N,92.27826086956522,Drama,8.4,57,1,"[57.0,0.0,2022.0,92.27826086956522]"
tt15181006,movie,Bucolic,Bukolika,0,2021,\N,70.0,Documentary,6.6,53,0,"[53.0,0.0,2021.0,70.0]"
tt15181312,movie,Benim Kocam Yapmaz,Benim Kocam Yapmaz,0,2021,\N,105.0,Comedy,4.3,71,0,"[71.0,0.0,2021.0,105.0]"
tt15204578,movie,Sunlight,Sunlight,0,2023,\N,95.0,Drama,8.0,88,1,"[88.0,0.0,2023.0,95.0]"
tt15205370,movie,White Berry,White Berry,0,2022,\N,89.0,Drama,6.1,73,0,"[73.0,0.0,2022.0,89.0]"
tt15208648,movie,Black Lies,Black Lies,0,2021,\N,99.0,Drama,5.7,50,0,"[50.0,0.0,2021.0,99.0]"
tt15235390,movie,Luc Longley and the missing chapter of the Last Dance Full documentary Australian Story,Luc Longley and the missing chapter of the Last Dance Full documentary Australian Story,0,2021,\N,63.0,Documentary,8.3,55,1,"[55.0,0.0,2021.0,63.0]"
tt15243532,movie,Anima bella,Anima bella,0,2021,\N,95.0,Drama,6.6,60,0,"[60.0,0.0,2021.0,95.0]"
tt15255842,movie,Being Japanese,Being Japanese,0,2021,\N,92.27826086956522,Documentary,6.3,53,0,"[53.0,0.0,2021.0,92.27826086956522]"
tt15260838,movie,Leberhaken,Leberhaken,0,2021,\N,113.0,Drama,6.4,57,0,"[57.0,0.0,2021.0,113.0]"
tt15262464,movie,Love Yourself Today,Love Yourself Today,0,2021,\N,80.0,Documentary,8.8,57,1,"[57.0,0.0,2021.0,80.0]"
tt15262604,movie,Seaside Special,Seaside Special,0,2023,\N,93.0,Documentary,8.3,55,1,"[55.0,0.0,2023.0,93.0]"
tt15275946,movie,Know Your Place,Know Your Place,0,2022,\N,118.0,Drama,8.2,84,1,"[84.0,0.0,2022.0,118.0]"
tt15278706,movie,Beautiful One,Beautiful One,0,2022,\N,92.27826086956522,Drama,6.9,52,0,"[52.0,0.0,2022.0,92.27826086956522]"
tt15281990,movie,Clenched Fist,Les poings serrés,0,2023,\N,86.0,Drama,6.7,72,0,"[72.0,0.0,2023.0,86.0]"
tt15282266,movie,I väntan på Jan Myrdals död,I väntan på Jan Myrdals död,0,2021,\N,75.0,Documentary,6.8,53,0,"[53.0,0.0,2021.0,75.0]"
tt15282886,tvMovie,Um die 50,Um die 50,0,2021,\N,88.0,Comedy,4.8,53,0,"[53.0,0.0,2021.0,88.0]"
tt15285628,tvMovie,Immer der Nase nach,Immer der Nase nach,0,2021,\N,90.0,Comedy,6.2,61,0,"[61.0,0.0,2021.0,90.0]"
tt15287952,movie,Forever Golden! A Celebration of the Golden Girls,Forever Golden! A Celebration of the Golden Girls,0,2021,\N,125.0,Comedy,8.5,56,1,"[56.0,0.0,2021.0,125.0]"
tt15296658,movie,Soup and Ideology,Supeuwa ide-ollogi,0,2021,\N,118.0,Documentary,7.3,73,0,"[73.0,0.0,2021.0,118.0]"
tt15310880,movie,Stjer,Stjer,0,2021,\N,124.0,Comedy,8.3,82,1,"[82.0,0.0,2021.0,124.0]"
tt15314648,movie,Movie for a Dreary Afternoon,Movie for a Dreary Afternoon,0,2021,\N,98.0,Comedy,6.5,68,0,"[68.0,0.0,2021.0,98.0]"
tt15320036,movie,The Irritable Heart,The Irritable Heart,0,2021,\N,62.0,Documentary,7.0,53,0,"[53.0,0.0,2021.0,62.0]"
tt15325448,movie,Things Unsaid,Things Unsaid,0,2022,\N,95.0,Drama,6.8,68,0,"[68.0,0.0,2022.0,95.0]"
tt15327700,movie,The Sound of Grass,Kusa no hibiki,0,2021,\N,116.0,Drama,6.5,54,0,"[54.0,0.0,2021.0,116.0]"
tt15331100,tvMovie,Murdered and Missing in Montana,Murdered and Missing in Montana,0,2021,\N,65.0,Documentary,6.5,82,0,"[82.0,0.0,2021.0,65.0]"
tt15333582,movie,Sugarless,Sugarless,0,2022,\N,130.0,Comedy,7.4,88,0,"[88.0,0.0,2022.0,130.0]"
tt15333960,movie,Chinnanjiru Kiliye,Chinnanjiru Kiliye,0,2021,\N,128.0,Drama,8.1,71,1,"[71.0,0.0,2021.0,128.0]"
tt15334532,movie,Hara,Hara,0,2022,\N,99.0,Drama,5.6,88,0,"[88.0,0.0,2022.0,99.0]"
tt15339780,movie,The 7 Churches of Revelation: Times of Fire,The 7 Churches of Revelation: Times of Fire,0,2021,\N,94.0,Documentary,7.4,54,0,"[54.0,0.0,2021.0,94.0]"
tt15339966,movie,Very Nice Day,Très belle journée,0,2022,\N,75.0,Drama,5.7,63,0,"[63.0,0.0,2022.0,75.0]"
tt15348152,movie,Walls Can Talk,Las paredes hablan,0,2022,\N,75.0,Documentary,6.4,71,0,"[71.0,0.0,2022.0,75.0]"
tt15351534,movie,Thomas a Peeper,Thomas a Peeper,0,2023,\N,82.0,Comedy,7.2,73,0,"[73.0,0.0,2023.0,82.0]"
tt15367730,movie,Fast & Serious,Fast & Serious,0,2021,\N,70.0,Comedy,3.8,55,0,"[55.0,0.0,2021.0,70.0]"
tt15381038,movie,Osho,Osho,0,2021,\N,92.27826086956522,Drama,8.2,55,1,"[55.0,0.0,2021.0,92.27826086956522]"
tt15385760,movie,Nebesnaya komanda,Nebesnaya komanda,0,2021,\N,91.0,Drama,3.6,63,0,"[63.0,0.0,2021.0,91.0]"
tt15391826,movie,Broadway Rising,Broadway Rising,0,2022,\N,97.0,Documentary,6.1,64,0,"[64.0,0.0,2022.0,97.0]"
tt15393438,movie,God Has AIDS,Deus tem AIDS,0,2021,\N,81.0,Documentary,6.6,60,0,"[60.0,0.0,2021.0,81.0]"
tt15394034,movie,Hide and Seek,Nascondino,0,2021,\N,85.0,Documentary,7.2,60,0,"[60.0,0.0,2021.0,85.0]"
tt15399628,movie,Unwanted,Nich'ya,0,2021,\N,109.0,Drama,5.4,90,0,"[90.0,0.0,2021.0,109.0]"
tt15399750,movie,The Radio Amateur,El radioaficionado,0,2021,\N,87.0,Drama,6.4,85,0,"[85.0,0.0,2021.0,87.0]"
tt15430130,movie,My Everest,My Everest,0,2023,\N,86.0,Documentary,6.5,67,0,"[67.0,0.0,2023.0,86.0]"
tt15432290,movie,The Art of Making It,The Art of Making It,0,2021,\N,94.0,Documentary,7.6,57,1,"[57.0,0.0,2021.0,94.0]"
tt15434318,movie,Doctor Faustus,Doctor Faustus,0,2021,\N,57.0,Drama,4.0,57,0,"[57.0,0.0,2021.0,57.0]"
tt15435040,movie,In the Morning of La Petite Mort,In the Morning of La Petite Mort,0,2021,\N,98.0,Drama,6.8,58,0,"[58.0,0.0,2021.0,98.0]"
tt15438822,movie,Ghosts of Afghanistan,Ghosts of Afghanistan,0,2021,\N,89.0,Documentary,7.4,60,0,"[60.0,0.0,2021.0,89.0]"
tt15439652,movie,Traveling Light,Traveling Light,0,2021,\N,90.0,Drama,5.2,87,0,"[87.0,0.0,2021.0,90.0]"
tt15440312,movie,Re-Enter the New York Ninja,Re-Enter the New York Ninja,0,2021,\N,47.0,Documentary,6.8,55,0,"[55.0,0.0,2021.0,47.0]"
tt15446442,movie,The Girl from Dak Lak,Co gai den tu Dak Lak,0,2022,\N,85.0,Drama,6.7,67,0,"[67.0,0.0,2022.0,85.0]"
tt15450268,movie,Coextinction,Coextinction,0,2021,\N,95.0,Documentary,8.6,63,1,"[63.0,0.0,2021.0,95.0]"
tt15450340,movie,Forgiven,Forgiven,0,2021,\N,74.0,Drama,4.3,86,0,"[86.0,0.0,2021.0,74.0]"
tt15452064,movie,Pecakúra,Pecakúra,0,2021,\N,98.0,Comedy,5.0,69,0,"[69.0,0.0,2021.0,98.0]"
tt15457622,movie,Frontliner,Frontliner,0,2021,\N,89.0,Drama,3.8,85,0,"[85.0,0.0,2021.0,89.0]"
tt15464822,movie,Endraavathu Oru Naal,Endraavathu Oru Naal,0,2021,\N,108.0,Drama,6.6,74,0,"[74.0,0.0,2021.0,108.0]"
tt15470102,movie,The Beanie Bubble,The Beanie Bubble,0,2022,\N,91.0,Documentary,6.2,86,0,"[86.0,0.0,2022.0,91.0]"
tt15483076,movie,Samosa & Sons,Samosa & Sons,0,2023,\N,91.0,Drama,5.0,69,0,"[69.0,0.0,2023.0,91.0]"
tt15489380,tvMovie,Good Bad Girl,Good Bad Girl,0,2022,\N,80.0,Drama,6.4,82,0,"[82.0,0.0,2022.0,80.0]"
tt15496620,movie,Plastic Island,Pulau Plastik,0,2021,\N,98.0,Documentary,6.9,86,0,"[86.0,0.0,2021.0,98.0]"
tt15511174,movie,The Last Birds of Passage,Turna Misali,0,2021,\N,99.0,Drama,6.8,54,0,"[54.0,0.0,2021.0,99.0]"
tt15514540,movie,Three Headed Beast,Three Headed Beast,0,2022,\N,83.0,Drama,6.0,83,0,"[83.0,0.0,2022.0,83.0]"
tt15529106,movie,Fortaleza Hotel,Fortaleza Hotel,0,2021,\N,77.0,Drama,6.6,50,0,"[50.0,0.0,2021.0,77.0]"
tt15548866,tvMovie,The Fragile Colossus,Le colosse aux pieds d'argile,0,2022,\N,91.0,Drama,6.8,56,0,"[56.0,0.0,2022.0,91.0]"
tt15555264,movie,Clytaemnestra,Clytaemnestra,0,2021,\N,70.0,Drama,6.7,64,0,"[64.0,0.0,2021.0,70.0]"
tt15558054,movie,Ang manananggal na nahahati ang puso,Ang manananggal na nahahati ang puso,0,2021,\N,98.0,Comedy,3.9,75,0,"[75.0,0.0,2021.0,98.0]"
tt15558350,movie,This Is How We Roll,This Is How We Roll,0,2021,\N,80.0,Documentary,8.8,64,1,"[64.0,0.0,2021.0,80.0]"
tt15559694,movie,The Wait,The Wait,0,2021,\N,122.0,Drama,5.3,59,0,"[59.0,0.0,2021.0,122.0]"
tt15567346,movie,Re-Opening,Re-Opening,0,2023,\N,90.0,Comedy,9.1,53,1,"[53.0,0.0,2023.0,90.0]"
tt15583246,movie,Invisible History: Middle Florida's Hidden Roots,Invisible History: Middle Florida's Hidden Roots,0,2021,\N,60.0,Documentary,7.5,79,0,"[79.0,0.0,2021.0,60.0]"
tt15590808,movie,Shoot Shoot!,Shoot shoot! Di ko siya titigilan!,0,2021,\N,99.0,Comedy,5.2,73,0,"[73.0,0.0,2021.0,99.0]"
tt15599902,movie,Clay Zombies,Clay Zombies,0,2021,\N,92.27826086956522,Comedy,5.9,53,0,"[53.0,0.0,2021.0,92.27826086956522]"
tt15613024,movie,Wild Fire,Wild Fire,0,2023,\N,100.0,Drama,5.5,72,0,"[72.0,0.0,2023.0,100.0]"
tt15663910,tvMovie,Mass-Market Retailing: The End of a System?,"Hypermarchés, la chute de l'empire",0,2021,\N,87.0,Documentary,7.2,58,0,"[58.0,0.0,2021.0,87.0]"
tt15676864,movie,Edge of Everything,Edge of Everything,0,2023,\N,81.0,Drama,7.0,88,0,"[88.0,0.0,2023.0,81.0]"
tt15678902,movie,Our American Family,Our American Family,0,2021,\N,88.0,Documentary,6.8,59,0,"[59.0,0.0,2021.0,88.0]"
tt15681824,movie,Siete perros,Siete perros,0,2021,\N,83.0,Drama,7.0,58,0,"[58.0,0.0,2021.0,83.0]"
tt15684380,movie,Extraordinary: The Revelations,Extraordinary: The Revelations,0,2021,\N,103.0,Documentary,5.6,81,0,"[81.0,0.0,2021.0,103.0]"
tt15701002,movie,Ennivar,Ennivar,0,2023,\N,95.0,Drama,7.5,67,0,"[67.0,0.0,2023.0,95.0]"
tt15703238,movie,Índia,Índia,0,2022,\N,123.0,Drama,6.2,78,0,"[78.0,0.0,2022.0,123.0]"
tt15705752,movie,Nuclear Family,Nuclear Family,0,2021,\N,93.0,Documentary,6.6,69,0,"[69.0,0.0,2021.0,93.0]"
tt15708520,movie,Behind Closed Doors,Behind Closed Doors,0,2021,\N,92.27826086956522,Drama,6.4,69,0,"[69.0,0.0,2021.0,92.27826086956522]"
tt15709182,movie,Chinovnik,Chinovnik,0,2021,\N,85.0,Comedy,6.6,77,0,"[77.0,0.0,2021.0,85.0]"
tt15710134,movie,Thanksgiving Roast,Thanksgiving Roast,0,2021,\N,112.0,Comedy,5.1,51,0,"[51.0,0.0,2021.0,112.0]"
tt15710474,movie,Along the Way,Along the Way,0,2022,\N,80.0,Drama,7.1,85,0,"[85.0,0.0,2022.0,80.0]"
tt15711476,movie,2018: The Ultimate Test,2018: The Ultimate Test,0,2021,\N,111.0,Documentary,6.9,77,0,"[77.0,0.0,2021.0,111.0]"
tt15714516,movie,"Blood, Guts and Sunshine","Blood, Guts and Sunshine",0,2022,\N,127.0,Documentary,6.8,55,0,"[55.0,0.0,2022.0,127.0]"
tt15721106,movie,Boycott,Boycott,0,2021,\N,73.0,Documentary,8.3,90,1,"[90.0,0.0,2021.0,73.0]"
tt15723944,movie,Hunt Vs Lauda: The Next Generation,Hunt Vs Lauda: The Next Generation,0,2022,\N,84.0,Documentary,6.2,59,0,"[59.0,0.0,2022.0,84.0]"
tt15727558,movie,Distopia,Distopia,0,2021,\N,62.0,Documentary,6.3,61,0,"[61.0,0.0,2021.0,62.0]"
tt15732464,tvMovie,Schule am Meer - Frischer Wind,Schule am Meer - Frischer Wind,0,2022,\N,89.0,Drama,6.2,52,0,"[52.0,0.0,2022.0,89.0]"
tt15732616,tvMovie,Und dann steht einer auf und öffnet das Fenster,Und dann steht einer auf und öffnet das Fenster,0,2022,\N,90.0,Drama,7.3,74,0,"[74.0,0.0,2022.0,90.0]"
tt15734278,movie,A Marble Travelogue,A Marble Travelogue,0,2021,\N,96.0,Documentary,7.2,58,0,"[58.0,0.0,2021.0,96.0]"
tt15740060,movie,Tathagat,Tathagat,0,2021,\N,84.0,Drama,6.6,59,0,"[59.0,0.0,2021.0,84.0]"
tt15740530,tvMovie,Die Welt steht still,Die Welt steht still,0,2021,\N,89.0,Drama,6.1,82,0,"[82.0,0.0,2021.0,89.0]"
tt15745168,movie,The Everlasting Present - Ukraine: 30 Years of InDependence,The Everlasting Present - Ukraine: 30 Years of InDependence,0,2021,\N,117.0,Documentary,4.7,57,0,"[57.0,0.0,2021.0,117.0]"
tt15750642,tvMovie,Zombies! Prepping for the Apocalypse,Zombies! Prepping for the Apocalypse,0,2021,\N,85.0,Documentary,4.3,53,0,"[53.0,0.0,2021.0,85.0]"
tt15752658,movie,Thomas und Marco,Thomas und Marco,0,2022,\N,119.0,Drama,4.5,52,0,"[52.0,0.0,2022.0,119.0]"
tt15761294,movie,Not Out,Not Out,0,2022,\N,88.0,Drama,6.8,64,0,"[64.0,0.0,2022.0,88.0]"
tt15764122,tvMovie,War in Europe - Drama in Ukraine,Krieg in Europa - Das Ukraine-Drama,0,2021,\N,90.0,Documentary,6.7,80,0,"[80.0,0.0,2021.0,90.0]"
tt15783544,movie,Saving Pushkin,Uchyonosti plody,0,2021,\N,168.0,Drama,4.9,60,0,"[60.0,0.0,2021.0,168.0]"
tt15823354,movie,Black Butterflies,Black Butterflies,0,2022,\N,120.0,Documentary,6.7,54,0,"[54.0,0.0,2022.0,120.0]"
tt15826266,movie,Savage,Amina,0,2022,\N,90.0,Drama,6.0,62,0,"[62.0,0.0,2022.0,90.0]"
tt15834452,movie,The Male Gaze: Celluloid Dreams,The Male Gaze: Celluloid Dreams,0,2021,\N,108.0,Drama,5.0,89,0,"[89.0,0.0,2021.0,108.0]"
tt15839362,movie,Actors,Actors,0,2021,\N,80.0,Drama,5.2,82,0,"[82.0,0.0,2021.0,80.0]"
tt15846788,movie,Fioretta,Fioretta,0,2023,\N,127.0,Documentary,7.9,69,1,"[69.0,0.0,2023.0,127.0]"
tt15874766,movie,Social,Social,0,2022,\N,110.0,Comedy,6.4,50,0,"[50.0,0.0,2022.0,110.0]"
tt15875808,movie,Saakuntalam,Saakuntalam,0,2021,\N,92.27826086956522,Drama,8.4,55,1,"[55.0,0.0,2021.0,92.27826086956522]"
tt15891966,movie,Jason,Jason,0,2021,\N,90.0,Documentary,7.8,58,1,"[58.0,0.0,2021.0,90.0]"
tt15892144,movie,The Griot,The Griot,0,2021,\N,109.0,Drama,7.0,55,0,"[55.0,0.0,2021.0,109.0]"
tt15964400,movie,The Treasures of Crimea,The Treasures of Crimea,0,2021,\N,82.0,Documentary,7.1,51,0,"[51.0,0.0,2021.0,82.0]"
tt15977804,movie,Going Nowhere,Going Nowhere,0,2022,\N,88.0,Comedy,4.3,55,0,"[55.0,0.0,2022.0,88.0]"
tt16022080,movie,So Much Tenderness,So Much Tenderness,0,2022,\N,118.0,Drama,5.8,59,0,"[59.0,0.0,2022.0,118.0]"
tt16030178,movie,El Águila y el Gusano,El Águila y el Gusano,0,2023,\N,149.0,Comedy,6.5,68,0,"[68.0,0.0,2023.0,149.0]"
tt16030482,movie,Hadi Be,Hadi Be,0,2022,\N,99.0,Comedy,3.9,53,0,"[53.0,0.0,2022.0,99.0]"
tt16044704,movie,Santa Lucia,Santa Lucia,0,2021,\N,76.0,Drama,7.0,57,0,"[57.0,0.0,2021.0,76.0]"
tt16091194,movie,Il migliore: Marco Pantani,Il migliore: Marco Pantani,0,2021,\N,103.0,Documentary,6.8,68,0,"[68.0,0.0,2021.0,103.0]"
tt16092108,movie,Honk,Honk,0,2022,\N,47.0,Documentary,8.3,59,1,"[59.0,0.0,2022.0,47.0]"
tt16116606,movie,El Brujo,El Brujo,0,2022,\N,90.0,Comedy,8.0,62,1,"[62.0,0.0,2022.0,90.0]"
tt16117564,movie,Rifftrax: Yor - The Hunter from the Future,"RiffTrax: Yor, the Hunter from the Future",0,2021,\N,92.27826086956522,Comedy,6.6,60,0,"[60.0,0.0,2021.0,92.27826086956522]"
tt16118360,movie,Last Resort,Last Resort,0,2022,\N,92.0,Drama,6.4,86,0,"[86.0,0.0,2022.0,92.0]"
tt16124748,movie,Mer Baky 4,Mer Baky 4,0,2021,\N,92.27826086956522,Comedy,7.2,53,0,"[53.0,0.0,2021.0,92.27826086956522]"
tt16138938,movie,Refuge,Refuge,0,2021,\N,78.0,Documentary,7.7,52,1,"[52.0,0.0,2021.0,78.0]"
tt16142166,movie,Jedna dusza,Jedna dusza,0,2023,\N,94.0,Drama,5.5,64,0,"[64.0,0.0,2023.0,94.0]"
tt16161404,movie,Housewitz,Housewitz,0,2021,\N,71.0,Documentary,7.3,74,0,"[74.0,0.0,2021.0,71.0]"
tt16222346,tvMovie,Head Shot,Miedzy oczy,0,2021,\N,99.0,Drama,6.5,72,0,"[72.0,0.0,2021.0,99.0]"
tt16226986,movie,After Sherman,After Sherman,0,2022,\N,88.0,Documentary,6.6,57,0,"[57.0,0.0,2022.0,88.0]"
tt16227700,movie,La notte più lunga dell'anno,La notte più lunga dell'anno,0,2021,\N,91.0,Drama,5.4,77,0,"[77.0,0.0,2021.0,91.0]"
tt16255832,movie,Dear Memories - A journey with Magnum Photographer Thomas Hoepker,Dear Memories - Eine Reise mit dem Magnum-Fotografen Thomas Hoepker,0,2022,\N,95.0,Documentary,7.6,55,1,"[55.0,0.0,2022.0,95.0]"
tt16262836,movie,Grain,Grain,0,2021,\N,80.0,Documentary,7.1,54,0,"[54.0,0.0,2021.0,80.0]"
